"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Precinct total","num Precinct rptg","over votes","under votes"
485,"Precinct Committeeman MLT 021 - D","Robert G. ""Glenn"" Cooper","D",87,100.00,633638,157671,1,1,"0","0"
486,"Precinct Committeeman MLT 022 - D","Bruce C. Fogerty","D",78,100.00,633638,157671,1,1,"0","0"
487,"Precinct Committeeman MLT 023 - D","Mark Kipperman","D",89,100.00,633638,157671,1,1,"0","0"
488,"Precinct Committeeman MLT 024 - D","Justin James Major","D",91,100.00,633638,157671,1,1,"0","0"
489,"Precinct Committeeman MLT 025 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
490,"Precinct Committeeman MLT 026 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
491,"Precinct Committeeman MLT 027 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
492,"Precinct Committeeman MLT 028 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
493,"Precinct Committeeman MLT 029 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
494,"Precinct Committeeman MLT 030 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
495,"Precinct Committeeman MLT 031 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
496,"Precinct Committeeman MLT 032 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
497,"Precinct Committeeman MLT 033 - D","Kathryn A. McCarthy","D",96,100.00,633638,157671,1,1,"0","0"
498,"Precinct Committeeman MLT 034 - D","Frank S. Merritt","D",46,44.23,633638,157671,1,1,"0","0"
499,"Precinct Committeeman MLT 034 - D","Richard A. (Ricky) Tatara","D",58,55.77,633638,157671,1,1,"0","0"
500,"Precinct Committeeman MLT 035 - D","Dan Bailey","D",105,100.00,633638,157671,1,1,"0","0"
501,"Precinct Committeeman MLT 036 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
502,"Precinct Committeeman MLT 037 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
503,"Precinct Committeeman MLT 038 - D","Debra Anderson Walker","D",113,100.00,633638,157671,1,1,"0","0"
504,"Precinct Committeeman MLT 039 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
505,"Precinct Committeeman MLT 040 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
506,"Precinct Committeeman MLT 041 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
507,"Precinct Committeeman MLT 042 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
508,"Precinct Committeeman MLT 043 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
509,"Precinct Committeeman MLT 044 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
510,"Precinct Committeeman MLT 045 - D","Jessica Hierbaum","D",128,100.00,633638,157671,1,1,"0","0"
511,"Precinct Committeeman MLT 046 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
512,"Precinct Committeeman MLT 047 - D","Terry H. Shapiro","D",116,100.00,633638,157671,1,1,"0","0"
513,"Precinct Committeeman MLT 048 - D","Tina Goclan","D",90,100.00,633638,157671,1,1,"0","0"
514,"Precinct Committeeman MLT 049 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
515,"Precinct Committeeman MLT 050 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
516,"Precinct Committeeman MLT 051 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
517,"Precinct Committeeman MLT 052 - D","Mary FitzGerald Ozog","D",114,100.00,633638,157671,1,1,"0","0"
518,"Precinct Committeeman MLT 053 - D","Nancy E. Hopkins","D",76,100.00,633638,157671,1,1,"0","0"
519,"Precinct Committeeman MLT 054 - D","James A. Vroman","D",104,100.00,633638,157671,1,1,"0","0"
520,"Precinct Committeeman MLT 055 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
521,"Precinct Committeeman MLT 056 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
522,"Precinct Committeeman MLT 057 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
523,"Precinct Committeeman MLT 058 - D","Elizabeth A. Hooper","D",125,100.00,633638,157671,1,1,"0","0"
524,"Precinct Committeeman MLT 059 - D","Melissa DeMarco","D",90,100.00,633638,157671,1,1,"0","0"
525,"Precinct Committeeman MLT 060 - D","Kathleen Kincanon Nosek","D",73,100.00,633638,157671,1,1,"0","0"
526,"Precinct Committeeman MLT 061 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
527,"Precinct Committeeman MLT 062 - D","Marian J. Tomlinson","D",113,100.00,633638,157671,1,1,"0","0"
528,"Precinct Committeeman MLT 063 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
529,"Precinct Committeeman MLT 064 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
530,"Precinct Committeeman MLT 065 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
531,"Precinct Committeeman MLT 066 - D","Michael A. Kaczmarek","D",134,100.00,633638,157671,1,1,"0","0"
532,"Precinct Committeeman MLT 067 - D","Betty A. James Hoppensteadt","D",87,100.00,633638,157671,1,1,"0","0"
533,"Precinct Committeeman MLT 068 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
534,"Precinct Committeeman MLT 069 - D","Hadiya Afzal","D",120,100.00,633638,157671,1,1,"0","0"
535,"Precinct Committeeman MLT 070 - D","Michelle Gale","D",74,100.00,633638,157671,1,1,"0","0"
536,"Precinct Committeeman MLT 071 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
537,"Precinct Committeeman MLT 072 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
538,"Precinct Committeeman MLT 073 - D","Thomas L. Garippo","D",47,47.96,633638,157671,1,1,"0","0"
539,"Precinct Committeeman MLT 073 - D","Alexander Franklin","D",51,52.04,633638,157671,1,1,"0","0"
540,"Precinct Committeeman MLT 074 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
541,"Precinct Committeeman MLT 075 - D","Greg Duncan","D",91,100.00,633638,157671,1,1,"0","0"
542,"Precinct Committeeman MLT 076 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
543,"Precinct Committeeman MLT 077 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
544,"Precinct Committeeman MLT 078 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
545,"Precinct Committeeman MLT 079 - D","Helen T. McCullough","D",69,100.00,633638,157671,1,1,"0","0"
546,"Precinct Committeeman MLT 080 - D","Judith E. Pitts","D",96,100.00,633638,157671,1,1,"0","0"
547,"Precinct Committeeman MLT 081 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
548,"Precinct Committeeman MLT 082 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
549,"Precinct Committeeman MLT 083 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
550,"Precinct Committeeman MLT 084 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
551,"Precinct Committeeman MLT 085 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
552,"Precinct Committeeman MLT 086 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
553,"Precinct Committeeman MLT 087 - D","Ronald G. Sienkiewicz","D",69,100.00,633638,157671,1,1,"0","0"
554,"Precinct Committeeman MLT 088 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
555,"Precinct Committeeman MLT 089 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
556,"Precinct Committeeman MLT 090 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
557,"Precinct Committeeman MLT 091 - D","Kathryn McKee","D",87,100.00,633638,157671,1,1,"0","0"
558,"Precinct Committeeman MLT 092 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
559,"Precinct Committeeman MLT 093 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
560,"Precinct Committeeman MLT 094 - D","John Dowse","D",81,100.00,633638,157671,1,1,"0","0"
561,"Precinct Committeeman MLT 095 - D","Eileen Dufty","D",101,100.00,633638,157671,1,1,"0","0"
562,"Precinct Committeeman MLT 096 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
563,"Precinct Committeeman MLT 097 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
564,"Precinct Committeeman MLT 098 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
565,"Precinct Committeeman MLT 099 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
566,"Precinct Committeeman MLT 100 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
567,"Precinct Committeeman MLT 101 - D","Valery Lanotte","D",63,100.00,633638,157671,1,1,"0","0"
568,"Precinct Committeeman MLT 102 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
569,"Precinct Committeeman MLT 103 - D","Terese Deddo","D",133,100.00,633638,157671,1,1,"0","0"
570,"Precinct Committeeman MLT 104 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
571,"Precinct Committeeman MLT 105 - D","James L. Rospond","D",71,100.00,633638,157671,1,1,"0","0"
572,"Precinct Committeeman MLT 106 - D","Patrick Kushman","D",58,100.00,633638,157671,1,1,"0","0"
573,"Precinct Committeeman MLT 107 - D","Thomas E. Teune","D",59,100.00,633638,157671,1,1,"0","0"
574,"Precinct Committeeman MLT 108 - D","Timothy C. Berneche","D",79,100.00,633638,157671,1,1,"0","0"
575,"Precinct Committeeman MLT 109 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
576,"Precinct Committeeman MLT 110 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
577,"Precinct Committeeman MLT 111 - D","Michael Nachman","D",88,100.00,633638,157671,1,1,"0","0"
578,"Precinct Committeeman MLT 112 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
579,"Precinct Committeeman MLT 113 - D","Tiffany Ullian","D",80,100.00,633638,157671,1,1,"0","0"
580,"Precinct Committeeman MLT 114 - D","Carlos A. Avelar","D",56,100.00,633638,157671,1,1,"0","0"
581,"Precinct Committeeman MLT 115 - D","Eugene Harlow","D",67,100.00,633638,157671,1,1,"0","0"
582,"Precinct Committeeman MLT 116 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
583,"Precinct Committeeman MLT 117 - D","Leanne Reis-Ong","D",8,100.00,633638,157671,1,1,"0","0"
584,"Precinct Committeeman MLT 118 - D","Muhammad Islam Choudhary","D",47,100.00,633638,157671,1,1,"0","0"
585,"Precinct Committeeman MLT 119 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
586,"Precinct Committeeman MLT 120 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
587,"Precinct Committeeman MLT 121 - D","Sultan Papa","D",37,100.00,633638,157671,1,1,"0","0"
588,"Precinct Committeeman MLT 122 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
589,"Precinct Committeeman MLT 123 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
590,"Precinct Committeeman MLT 124 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
591,"Precinct Committeeman MLT 126 - D","Ron Gregory","D",56,100.00,633638,157671,1,1,"0","0"
592,"Precinct Committeeman MLT 127 - D","Stephen Siemer","D",59,100.00,633638,157671,1,1,"0","0"
593,"Precinct Committeeman MLT 128 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
594,"Precinct Committeeman MLT 129 - D","James B. Truesdale","D",51,100.00,633638,157671,1,1,"0","0"
595,"Precinct Committeeman MLT 130 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
596,"Precinct Committeeman YRK 001 - D","Kirsten Powers","D",111,100.00,633638,157671,1,1,"0","0"
597,"Precinct Committeeman YRK 002 - D","Annette Armstrong","D",118,100.00,633638,157671,1,1,"0","0"
598,"Precinct Committeeman YRK 003 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
599,"Precinct Committeeman YRK 004 - D","Eileen Keegan","D",69,100.00,633638,157671,1,1,"0","0"
600,"Precinct Committeeman YRK 005 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
601,"Precinct Committeeman YRK 006 - D","Carrie Brasser","D",86,100.00,633638,157671,1,1,"0","0"
602,"Precinct Committeeman YRK 007 - D","Jennifer A. Kopach","D",72,100.00,633638,157671,1,1,"0","0"
603,"Precinct Committeeman YRK 008 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
604,"Precinct Committeeman YRK 009 - D","Emily M. Kurowski","D",121,100.00,633638,157671,1,1,"0","0"
605,"Precinct Committeeman YRK 010 - D","Moon Khan","D",125,100.00,633638,157671,1,1,"0","0"
606,"Precinct Committeeman YRK 011 - D","Joanne Tyree","D",109,100.00,633638,157671,1,1,"0","0"
607,"Precinct Committeeman YRK 012 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
608,"Precinct Committeeman YRK 013 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
609,"Precinct Committeeman YRK 014 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
610,"Precinct Committeeman YRK 015 - D","Joanna Spathis","D",122,100.00,633638,157671,1,1,"0","0"
611,"Precinct Committeeman YRK 016 - D","Lesa B. Hildebrand","D",99,100.00,633638,157671,1,1,"0","0"
612,"Precinct Committeeman YRK 017 - D","Diane Lans-Kautz","D",67,100.00,633638,157671,1,1,"0","0"
613,"Precinct Committeeman YRK 018 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
614,"Precinct Committeeman YRK 019 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
615,"Precinct Committeeman YRK 020 - D","Catherine D. Sewell","D",107,100.00,633638,157671,1,1,"0","0"
616,"Precinct Committeeman YRK 021 - D","David Lundeen","D",96,100.00,633638,157671,1,1,"0","0"
617,"Precinct Committeeman YRK 022 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
618,"Precinct Committeeman YRK 023 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
619,"Precinct Committeeman YRK 024 - D","Carol B. Davis","D",98,100.00,633638,157671,1,1,"0","0"
620,"Precinct Committeeman YRK 025 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
621,"Precinct Committeeman YRK 026 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
622,"Precinct Committeeman YRK 027 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
623,"Precinct Committeeman YRK 028 - D","Maureen Lennon Zeeb","D",89,100.00,633638,157671,1,1,"0","0"
624,"Precinct Committeeman YRK 029 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
625,"Precinct Committeeman YRK 030 - D","Steven Stawarz","D",53,100.00,633638,157671,1,1,"0","0"
626,"Precinct Committeeman YRK 031 - D","Douglas Cousins","D",104,100.00,633638,157671,1,1,"0","0"
627,"Precinct Committeeman YRK 032 - D","Nelson Dacosta","D",0,0.00,633638,157671,1,1,"0","0"
628,"Precinct Committeeman YRK 033 - D","Joe Amore","D",72,100.00,633638,157671,1,1,"0","0"
629,"Precinct Committeeman YRK 034 - D","Elizabeth S. Neill","D",76,100.00,633638,157671,1,1,"0","0"
630,"Precinct Committeeman YRK 035 - D","Jennifer L. Ladisch Douglass","D",116,100.00,633638,157671,1,1,"0","0"
631,"Precinct Committeeman YRK 036 - D","Paul S. Piekarski","D",108,100.00,633638,157671,1,1,"0","0"
632,"Precinct Committeeman YRK 037 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
633,"Precinct Committeeman YRK 038 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
634,"Precinct Committeeman YRK 039 - D","Jane A. Jegerski","D",48,100.00,633638,157671,1,1,"0","0"
635,"Precinct Committeeman YRK 040 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
636,"Precinct Committeeman YRK 041 - D","Mary Corazza Parks","D",75,100.00,633638,157671,1,1,"0","0"
637,"Precinct Committeeman YRK 042 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
638,"Precinct Committeeman YRK 043 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
639,"Precinct Committeeman YRK 044 - D","Ben McAdams","D",79,100.00,633638,157671,1,1,"0","0"
640,"Precinct Committeeman YRK 045 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
641,"Precinct Committeeman YRK 046 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
642,"Precinct Committeeman YRK 047 - D","Robert J. ""Bob"" Wagner","D",122,100.00,633638,157671,1,1,"0","0"
643,"Precinct Committeeman YRK 048 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
644,"Precinct Committeeman YRK 049 - D","Ali Ahmed","D",63,100.00,633638,157671,1,1,"0","0"
645,"Precinct Committeeman YRK 050 - D","Kristen Pitzen","D",25,100.00,633638,157671,1,1,"0","0"
646,"Precinct Committeeman YRK 051 - D","Augustina Tyson Dunne","D",109,100.00,633638,157671,1,1,"0","0"
647,"Precinct Committeeman YRK 052 - D","Deborah Bullwinkel","D",62,100.00,633638,157671,1,1,"0","0"
648,"Precinct Committeeman YRK 053 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
649,"Precinct Committeeman YRK 054 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
650,"Precinct Committeeman YRK 055 - D","Arthur P. Biladeau","D",73,100.00,633638,157671,1,1,"0","0"
651,"Precinct Committeeman YRK 056 - D","Bruce P. Anderson","D",103,100.00,633638,157671,1,1,"0","0"
652,"Precinct Committeeman YRK 057 - D","Nobuko Kudo","D",132,100.00,633638,157671,1,1,"0","0"
653,"Precinct Committeeman YRK 058 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
654,"Precinct Committeeman YRK 059 - D","Pamela Pintozzi","D",115,100.00,633638,157671,1,1,"0","0"
655,"Precinct Committeeman YRK 060 - D","Bridget Butterly","D",88,100.00,633638,157671,1,1,"0","0"
656,"Precinct Committeeman YRK 061 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
657,"Precinct Committeeman YRK 062 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
658,"Precinct Committeeman YRK 063 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
659,"Precinct Committeeman YRK 064 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
660,"Precinct Committeeman YRK 065 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
661,"Precinct Committeeman YRK 066 - D","Ann Lobdell","D",102,100.00,633638,157671,1,1,"0","0"
662,"Precinct Committeeman YRK 067 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
663,"Precinct Committeeman YRK 068 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
664,"Precinct Committeeman YRK 069 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
665,"Precinct Committeeman YRK 070 - D","Susan O'Donnell","D",120,100.00,633638,157671,1,1,"0","0"
666,"Precinct Committeeman YRK 071 - D","Benjamin Donovan","D",41,100.00,633638,157671,1,1,"0","0"
667,"Precinct Committeeman YRK 072 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
668,"Precinct Committeeman YRK 073 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
669,"Precinct Committeeman YRK 074 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
670,"Precinct Committeeman YRK 075 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
671,"Precinct Committeeman YRK 076 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
672,"Precinct Committeeman YRK 077 - D","Diane L. Dassow","D",91,100.00,633638,157671,1,1,"0","0"
673,"Precinct Committeeman YRK 078 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
674,"Precinct Committeeman YRK 079 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
675,"Precinct Committeeman YRK 080 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
676,"Precinct Committeeman YRK 081 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
677,"Precinct Committeeman YRK 082 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
678,"Precinct Committeeman YRK 083 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
679,"Precinct Committeeman YRK 084 - D","Carolyn Kresin","D",75,100.00,633638,157671,1,1,"0","0"
680,"Precinct Committeeman YRK 085 - D","Laura Swink Font","D",89,100.00,633638,157671,1,1,"0","0"
681,"Precinct Committeeman YRK 086 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
682,"Precinct Committeeman YRK 087 - D","Gary Kleppe","D",97,100.00,633638,157671,1,1,"0","0"
683,"Precinct Committeeman YRK 088 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
684,"Precinct Committeeman YRK 089 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
685,"Precinct Committeeman YRK 090 - D","Tariq Saeed","D",85,100.00,633638,157671,1,1,"0","0"
686,"Precinct Committeeman YRK 091 - D","David B. McCurdy","D",45,100.00,633638,157671,1,1,"0","0"
687,"Precinct Committeeman YRK 092 - D","Scott Cudrnak","D",71,100.00,633638,157671,1,1,"0","0"
688,"Precinct Committeeman YRK 093 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
689,"Precinct Committeeman YRK 094 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
690,"Precinct Committeeman YRK 095 - D","Sarah Novey","D",77,100.00,633638,157671,1,1,"0","0"
691,"Precinct Committeeman YRK 096 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
692,"Precinct Committeeman YRK 097 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
693,"Precinct Committeeman YRK 098 - D","Laura Hamilton","D",76,100.00,633638,157671,1,1,"0","0"
694,"Precinct Committeeman YRK 099 - D","Jason Mathias","D",96,100.00,633638,157671,1,1,"0","0"
695,"Precinct Committeeman YRK 100 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
696,"Precinct Committeeman YRK 101 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
697,"Precinct Committeeman YRK 102 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
698,"Precinct Committeeman YRK 103 - D","Sean Niewoehner","D",93,100.00,633638,157671,1,1,"0","0"
699,"Precinct Committeeman YRK 104 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
700,"Precinct Committeeman YRK 105 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
701,"Precinct Committeeman YRK 106 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
702,"Precinct Committeeman YRK 107 - D","Samantha Wilson","D",69,100.00,633638,157671,1,1,"0","0"
703,"Precinct Committeeman YRK 108 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
704,"Precinct Committeeman YRK 109 - D","G. Douglas Cole","D",71,100.00,633638,157671,1,1,"0","0"
705,"Precinct Committeeman YRK 110 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
706,"Precinct Committeeman YRK 111 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
707,"Precinct Committeeman YRK 112 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
708,"Precinct Committeeman YRK 113 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
709,"Precinct Committeeman YRK 114 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
710,"Precinct Committeeman YRK 115 - D","Hashim Ali","D",2,100.00,633638,157671,1,1,"0","0"
711,"Precinct Committeeman YRK 116 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
712,"Precinct Committeeman YRK 117 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
713,"Precinct Committeeman YRK 118 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
714,"Precinct Committeeman YRK 119 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
715,"Precinct Committeeman YRK 120 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
716,"Precinct Committeeman YRK 121 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
717,"Precinct Committeeman YRK 122 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
718,"Precinct Committeeman YRK 123 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
719,"Precinct Committeeman YRK 124 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
720,"Precinct Committeeman YRK 125 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
721,"Precinct Committeeman YRK 126 - D","Jawed M. Aslam","D",63,100.00,633638,157671,1,1,"0","0"
722,"Precinct Committeeman YRK 127 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
723,"Precinct Committeeman YRK 128 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
724,"Precinct Committeeman YRK 129 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
725,"Precinct Committeeman YRK 130 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
726,"Precinct Committeeman YRK 131 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
727,"Precinct Committeeman YRK 132 - D","Karen Hays","D",53,100.00,633638,157671,1,1,"0","0"
728,"Precinct Committeeman YRK 133 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
729,"Precinct Committeeman YRK 134 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
730,"Precinct Committeeman YRK 135 - D","Malik Khurram Ahmed","D",71,100.00,633638,157671,1,1,"0","0"
731,"Precinct Committeeman YRK 136 - D","Bill McCarthy","D",42,100.00,633638,157671,1,1,"0","0"
732,"Precinct Committeeman NAP 001 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
733,"Precinct Committeeman NAP 002 - D","Julie A. Federico","D",94,100.00,633638,157671,1,1,"0","0"
734,"Precinct Committeeman NAP 003 - D","Angela Williams","D",81,100.00,633638,157671,1,1,"0","0"
735,"Precinct Committeeman NAP 004 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
736,"Precinct Committeeman NAP 005 - D","Rusty Perdew","D",113,100.00,633638,157671,1,1,"0","0"
737,"Precinct Committeeman NAP 006 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
738,"Precinct Committeeman NAP 007 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
739,"Precinct Committeeman NAP 008 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
740,"Precinct Committeeman NAP 009 - D","William Tanenbaum","D",94,100.00,633638,157671,1,1,"0","0"
741,"Precinct Committeeman NAP 010 - D","Duncan I. Hughes","D",103,100.00,633638,157671,1,1,"0","0"
742,"Precinct Committeeman NAP 011 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
743,"Precinct Committeeman NAP 012 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
744,"Precinct Committeeman NAP 013 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
745,"Precinct Committeeman NAP 014 - D","Judy Walters","D",81,100.00,633638,157671,1,1,"0","0"
746,"Precinct Committeeman NAP 015 - D","Larry Gorman","D",95,100.00,633638,157671,1,1,"0","0"
747,"Precinct Committeeman NAP 016 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
748,"Precinct Committeeman NAP 017 - D","No Candidate","D",0,0.00,633638,157671,1,1,"0","0"
